Sample	Station_code	Tid_provetak	Year	Month	Day	Station	Sesong	Region	Latitude	Longitude	KLFA	N-NH4	N-SNOX	N-TOT	P-PO4	P-TOT	SALIN	SI-SIO2	TEMP
VT10.2020-02-11	VT10	11.02.2020 00:00	2020	Feb	11	Breiangen vest	Vinter	Skagerrak	242892.7999999998	6603030.699999999	0.16	9	155	250	19	22	27.71	820	5.633
VT10.2020-03-12	VT10	12.03.2020 00:00	2020	Mar	12	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	3.6	11	150	300	14	23	26.224	880	4.54
VT10.2020-04-22	VT10	22.04.2020 00:00	2020	Apr	22	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	11	17	52	280	8	29	30.24	330	6.572
VT10.2020-05-25	VT10	25.05.2020 00:00	2020	May	25	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	3.2	11	3	170	10	15	27.305	93	10.708
VT10.2020-06-18	VT10	18.06.2020 00:00	2020	Jun	18	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	1.2	8	2	160	3	13	23.76	28	16.279
VT10.2020-07-16	VT10	16.07.2020 00:00	2020	Jul	16	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	2.7	14	10	170	3	12	20.63	27	17.376
VT10.2020-08-19	VT10	19.08.2020 00:00	2020	Aug	19	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	1.4	6	8	180	1	8	21.45	240	19.962
VT10.2020-09-14	VT10	14.09.2020 00:00	2020	Sep	14	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	2.1	7	2	170	3	10	22.6	27	15.517
VT10.2020-10-06	VT10	06.10.2020 00:00	2020	Oct	6	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	1.3	14	64	220	3	7	21.9	550	13.432
VT10.2020-11-09	VT10	09.11.2020 00:00	2020	Nov	9	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	0.16	14	87	230	9	13	23.91	470	11.162
VT10.2020-12-15	VT10	15.12.2020 00:00	2020	Dec	15	Breiangen vest	Vinter	Skagerrak	242892.7999999998	6603030.699999999	0.31	17	175	290	13	19	24.67	1090	7.913
VT16.2020-01-19	VT16	19.01.2020 00:00	2020	Jan	19	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	0.26	5	68	150	11	16	NA	280	NA
VT16.2020-02-19	VT16	19.02.2020 00:00	2020	Feb	19	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	0.7	11	70	140	11	16	NA	310	NA
VT16.2020-03-12	VT16	12.03.2020 00:00	2020	Mar	12	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	4.3	9	3	89	3	11	NA	130	NA
VT16.2020-04-14	VT16	14.04.2020 00:00	2020	Apr	14	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	3.1	11	4	91	4	15	NA	140	NA
VT16.2020-05-13	VT16	13.05.2020 00:00	2020	May	13	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	1.7	6	4	80	3	10	NA	36	NA
VT16.2020-06-14	VT16	14.06.2020 00:00	2020	Jun	14	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	0.7	6	4	130	3	8	NA	56	NA
VT16.2020-07-15	VT16	15.07.2020 00:00	2020	Jul	15	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	1.2	8	1	130	3	10	NA	130	NA
VT16.2020-08-16	VT16	16.08.2020 00:00	2020	Aug	16	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	0.71	6	1	180	3	12	NA	140	NA
VT16.2020-09-13	VT16	13.09.2020 00:00	2020	Sep	13	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	1.9	9	2	110	2	8	NA	81	NA
VT16.2020-10-18	VT16	18.10.2020 00:00	2020	Oct	18	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	1.3	15	4	140	3	9	NA	110	NA
VT16.2020-11-10	VT16	10.11.2020 00:00	2020	Nov	10	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	1.2	7	13	120	4	8	NA	110	NA
VT16.2020-12-10	VT16	10.12.2020 00:00	2020	Dec	10	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	NA	5	47	170	6	10	NA	190	NA
VT2.2020-01-16	VT2	16.01.2020 00:00	2020	Jan	16	Ytre Oslofjord	Vinter	Skagerrak	249426.59999999963	6588293.199999999	0.22	9	120	250	17	22	27.379	680	5.398
VT2.2020-02-11	VT2	11.02.2020 00:00	2020	Feb	11	Ytre Oslofjord	Vinter	Skagerrak	249426.59999999963	6588293.199999999	0.26	10	155	250	18	22	27.526	860	5.302
VT2.2020-03-12	VT2	12.03.2020 00:00	2020	Mar	12	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	2.4	11	147	250	14	21	25.427	860	4.483
VT2.2020-04-22	VT2	22.04.2020 00:00	2020	Apr	22	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	9	13	55	250	9	27	29.37	250	6.723
VT2.2020-05-25	VT2	25.05.2020 00:00	2020	May	25	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	2.4	6	2	160	3	12	28.01	110	11.317
VT2.2020-06-18	VT2	18.06.2020 00:00	2020	Jun	18	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	1	7	1	180	2	12	20.04	33	18.868
VT2.2020-07-16	VT2	16.07.2020 00:00	2020	Jul	16	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	1.8	13	3	160	3	10	21.05	25	17.743
VT2.2020-08-19	VT2	19.08.2020 00:00	2020	Aug	19	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	1.6	6	4	180	2	11	22.93	190	18.798
VT2.2020-09-17	VT2	17.09.2020 00:00	2020	Sep	17	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	1.5	6	29	170	4	11	25.88	170	15.258
VT2.2020-10-06	VT2	06.10.2020 00:00	2020	Oct	6	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	1.5	14	25	200	3	12	26.41	260	13.699
VT2.2020-11-09	VT2	09.11.2020 00:00	2020	Nov	9	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	0.17	10	116	250	11	16	24.83	560	11.272
VT2.2020-12-15	VT2	15.12.2020 00:00	2020	Dec	15	Ytre Oslofjord	Vinter	Skagerrak	249426.59999999963	6588293.199999999	0.46	32	165	300	15	23	23.15	1390	6.14
VT28.2020-02-03	VT28	03.02.2020 00:00	2020	Feb	3	Tjukkeneset	Vinter	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.16	11	69	140	14	19	33.11039	220	5.246
VT28.2020-03-03	VT28	03.03.2020 00:00	2020	Mar	3	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.16	5	69	130	15	18	29.568	220	2.805
VT28.2020-03-17	VT28	17.03.2020 00:00	2020	Mar	17	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.36	12	90	190	14	19	30.224	260	3.293
VT28.2020-04-20	VT28	20.04.2020 00:00	2020	Apr	20	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	1.5	9	8	85	7	15	32.44153	260	3.151
VT28.2020-05-20	VT28	20.05.2020 00:00	2020	May	20	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.24	5	2	78	9	9	31.67098	78	4.832
VT28.2020-06-09	VT28	09.06.2020 00:00	2020	Jun	9	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.58	11	5	130	13	13	30.54245	150	7.508
VT28.2020-07-21	VT28	21.07.2020 00:00	2020	Jul	21	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.72	20	5	140	4	9	28.22716	200	13.685
VT28.2020-08-19	VT28	19.08.2020 00:00	2020	Aug	19	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.73	15	4	220	3	11	28.24717	190	13.56
VT28.2020-09-24	VT28	24.09.2020 00:00	2020	Sep	24	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.77	34	1	210	2	12	28.99171	170	11.181
VT28.2020-10-23	VT28	23.10.2020 00:00	2020	Oct	23	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.43	9	12	160	7	13	31.70807	150	9.397
VT28.2020-11-19	VT28	19.11.2020 00:00	2020	Nov	19	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.19	16	32	150	9	15	33.18	170	7.791
VT28.2020-12-15	VT28	15.12.2020 00:00	2020	Dec	15	Tjukkeneset	Vinter	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.16	16	42	150	9	16	32.073	210	6.455
VT3.2020-02-13	VT3	13.02.2020 00:00	2020	Feb	13	Torbjørnskjær	Vinter	Skagerrak	256840.90000000037	6552303.300000001	1.6	15	113	260	20	28	29.507	600	5.09
VT3.2020-03-10	VT3	10.03.2020 00:00	2020	Mar	10	Torbjørnskjær	Vår	Skagerrak	256840.90000000037	6552303.300000001	3.3	10	39	180	8	18	28.567	220	5.213
VT3.2020-04-22	VT3	22.04.2020 00:00	2020	Apr	22	Torbjørnskjær	Vår	Skagerrak	256840.90000000037	6552303.300000001	1.8	10	5	140	4	14	27.71	130	7.452
VT3.2020-05-26	VT3	26.05.2020 00:00	2020	May	26	Torbjørnskjær	Vår	Skagerrak	256840.90000000037	6552303.300000001	0.51	5	1	140	2	9	28.86	49	11.201
VT3.2020-06-17	VT3	17.06.2020 00:00	2020	Jun	17	Torbjørnskjær	Sommer	Skagerrak	256840.90000000037	6552303.300000001	1.2	7	1	150	3	16	19.95	31	17.452
VT3.2020-07-13	VT3	13.07.2020 00:00	2020	Jul	13	Torbjørnskjær	Sommer	Skagerrak	256840.90000000037	6552303.300000001	0.85	10	2	150	3	13	27.84	110	16.769
VT3.2020-08-17	VT3	17.08.2020 00:00	2020	Aug	17	Torbjørnskjær	Sommer	Skagerrak	256840.90000000037	6552303.300000001	0.29	5	3	190	2	10	26.93	56	18.879
VT3.2020-09-16	VT3	16.09.2020 00:00	2020	Sep	16	Torbjørnskjær	Høst	Skagerrak	256840.90000000037	6552303.300000001	0.99	6	1	190	3	13	28.98	25	15.572
VT3.2020-10-07	VT3	07.10.2020 00:00	2020	Oct	7	Torbjørnskjær	Høst	Skagerrak	256840.90000000037	6552303.300000001	2.1	5	1	190	5	15	26.49	50	14.504
VT3.2020-11-11	VT3	11.11.2020 00:00	2020	Nov	11	Torbjørnskjær	Høst	Skagerrak	256840.90000000037	6552303.300000001	0.19	12	100	260	9	16	21.75	630	10.241
VT3.2020-12-15	VT3	15.12.2020 00:00	2020	Dec	15	Torbjørnskjær	Vinter	Skagerrak	256840.90000000037	6552303.300000001	0.53	29	65	200	17	26	27.73	540	6.992
VT42.2020-01-06	VT42	06.01.2020 00:00	2020	Jan	6	Korsfjorden	Vinter	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	5	110	170	16	24	32.89559	320	6.83807
VT42.2020-02-03	VT42	03.02.2020 00:00	2020	Feb	3	Korsfjorden	Vinter	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	8	137	210	24	20	32.566	640	6.4512
VT42.2020-02-24	VT42	24.02.2020 00:00	2020	Feb	24	Korsfjorden	Vinter	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	7	130	190	20	23	31.75327	570	5.91007
VT42.2020-04-14	VT42	14.04.2020 00:00	2020	Apr	14	Korsfjorden	Vår	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.2	9	59	160	9	20	30.8	340	5.63
VT42.2020-05-05	VT42	05.05.2020 00:00	2020	May	5	Korsfjorden	Vår	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.4	9	19	140	4	11	33.6887	290	7.41848
VT42.2020-06-03	VT42	03.06.2020 00:00	2020	Jun	3	Korsfjorden	Sommer	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.3	8	8	110	10	14	31.08205	520	7.44215
VT42.2020-07-20	VT42	20.07.2020 00:00	2020	Jul	20	Korsfjorden	Sommer	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.1	5	3	93	3	13	26.715	91	12.4075
VT42.2020-08-04	VT42	04.08.2020 00:00	2020	Aug	4	Korsfjorden	Sommer	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.3	6	2	120	4	12	31.65279	150	12.17019
VT42.2020-09-01	VT42	01.09.2020 00:00	2020	Sep	1	Korsfjorden	Høst	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.58	5	4	120	2	8	27.6	140	14.308
VT42.2020-10-06	VT42	06.10.2020 00:00	2020	Oct	6	Korsfjorden	Høst	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.74	5	32	220	6	12	29.365	270	11.9325
VT42.2020-10-31	VT42	31.10.2020 00:00	2020	Oct	31	Korsfjorden	Høst	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.91	5	69	170	10	15	30.88522	250	10.49326
VT42.2020-12-01	VT42	01.12.2020 00:00	2020	Dec	1	Korsfjorden	Vinter	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	5	117	210	13	20	30.58839	520	7.51029
VT43.2020-02-03	VT43	03.02.2020 00:00	2020	Feb	3	Kongsbakkneset	Vinter	Norskehavet Nord I	592878	7582181.1000000015	0.16	10	75	150	16	22	33.20367	260	5.708
VT43.2020-03-03	VT43	03.03.2020 00:00	2020	Mar	3	Kongsbakkneset	Vår	Norskehavet Nord I	592878	7582181.1000000015	0.39	5	77	130	17	20	29.647	290	3.185
VT43.2020-03-17	VT43	17.03.2020 00:00	2020	Mar	17	Kongsbakkneset	Vår	Norskehavet Nord I	592878	7582181.1000000015	0.6	9	68	170	14	19	30.154	270	3.241
VT43.2020-04-20	VT43	20.04.2020 00:00	2020	Apr	20	Kongsbakkneset	Vår	Norskehavet Nord I	592878	7582181.1000000015	1.3	9	3	93	6	16	32.08728	240	3.289
VT43.2020-05-20	VT43	20.05.2020 00:00	2020	May	20	Kongsbakkneset	Vår	Norskehavet Nord I	592878	7582181.1000000015	NA	6	2	420	9	10	31.67931	84	5.36
VT43.2020-06-09	VT43	09.06.2020 00:00	2020	Jun	9	Kongsbakkneset	Sommer	Norskehavet Nord I	592878	7582181.1000000015	0.73	10	5	120	4	10	29.09435	210	8.293
VT43.2020-07-21	VT43	21.07.2020 00:00	2020	Jul	21	Kongsbakkneset	Sommer	Norskehavet Nord I	592878	7582181.1000000015	0.78	20	3	130	4	10	28.97484	200	12.829
VT43.2020-08-19	VT43	19.08.2020 00:00	2020	Aug	19	Kongsbakkneset	Sommer	Norskehavet Nord I	592878	7582181.1000000015	0.38	10	4	120	1	4	27.34559	240	13.763
VT43.2020-09-24	VT43	24.09.2020 00:00	2020	Sep	24	Kongsbakkneset	Høst	Norskehavet Nord I	592878	7582181.1000000015	0.57	20	2	150	2	9	28.54624	220	11.296
VT43.2020-10-23	VT43	23.10.2020 00:00	2020	Oct	23	Kongsbakkneset	Høst	Norskehavet Nord I	592878	7582181.1000000015	0.48	10	19	140	7	12	31.7592	200	10.6645
VT43.2020-11-19	VT43	19.11.2020 00:00	2020	Nov	19	Kongsbakkneset	Høst	Norskehavet Nord I	592878	7582181.1000000015	0.16	28	35	170	10	17	33.738	180	8.293
VT43.2020-12-15	VT43	15.12.2020 00:00	2020	Dec	15	Kongsbakkneset	Vinter	Norskehavet Nord I	592878	7582181.1000000015	0.16	14	45	180	9	16	32.028	240	6.865
VT53.2020-01-20	VT53	20.01.2020 00:00	2020	Jan	20	Tveitneset	Vinter	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.29	8	83	170	11	15	NA	350	NA
VT53.2020-02-19	VT53	19.02.2020 00:00	2020	Feb	19	Tveitneset	Vinter	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.96	9	83	160	11	15	NA	390	NA
VT53.2020-03-25	VT53	25.03.2020 00:00	2020	Mar	25	Tveitneset	Vår	Nordsjøen Nord	29230.400000000373	6726778.800000001	1.5	15	4	130	2	8	NA	75	NA
VT53.2020-04-20	VT53	20.04.2020 00:00	2020	Apr	20	Tveitneset	Vår	Nordsjøen Nord	29230.400000000373	6726778.800000001	1.1	15	6	130	3	9	NA	120	NA
VT53.2020-05-20	VT53	20.05.2020 00:00	2020	May	20	Tveitneset	Vår	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.79	9	3	89	3	12	NA	27	NA
VT53.2020-06-22	VT53	22.06.2020 00:00	2020	Jun	22	Tveitneset	Sommer	Nordsjøen Nord	29230.400000000373	6726778.800000001	3.5	13	3	190	9	18	NA	160	NA
VT53.2020-07-23	VT53	23.07.2020 00:00	2020	Jul	23	Tveitneset	Sommer	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.97	12	2	150	3	10	NA	260	NA
VT53.2020-08-24	VT53	24.08.2020 00:00	2020	Aug	24	Tveitneset	Sommer	Nordsjøen Nord	29230.400000000373	6726778.800000001	1.7	7	4	160	2	9	NA	81	NA
VT53.2020-09-21	VT53	21.09.2020 00:00	2020	Sep	21	Tveitneset	Høst	Nordsjøen Nord	29230.400000000373	6726778.800000001	2.1	27	7	150	2	8	NA	25	NA
VT53.2020-10-22	VT53	22.10.2020 00:00	2020	Oct	22	Tveitneset	Høst	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.81	76	29	170	3	9	NA	120	NA
VT53.2020-11-09	VT53	09.11.2020 00:00	2020	Nov	9	Tveitneset	Høst	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.52	44	50	230	7	14	NA	200	NA
VT53.2020-12-16	VT53	16.12.2020 00:00	2020	Dec	16	Tveitneset	Vinter	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.16	6	70	170	9	14	NA	180	NA
VT65.2020-01-17	VT65	17.01.2020 00:00	2020	Jan	17	Missingene	Vinter	Skagerrak	251769.7000000002	6569519.199999999	0.25	17	118	280	18	24	28.053	710	5.824
VT65.2020-02-14	VT65	14.02.2020 00:00	2020	Feb	14	Missingene	Vinter	Skagerrak	251769.7000000002	6569519.199999999	0.73	11	126	230	18	24	27.587	630	5.162
VT65.2020-03-12	VT65	12.03.2020 00:00	2020	Mar	12	Missingene	Vår	Skagerrak	251769.7000000002	6569519.199999999	2.9	12	106	260	11	20	27.157	610	4.817
VT65.2020-04-22	VT65	22.04.2020 00:00	2020	Apr	22	Missingene	Vår	Skagerrak	251769.7000000002	6569519.199999999	5.2	13	34	210	4	16	28.76	150	7.633
VT65.2020-05-26	VT65	26.05.2020 00:00	2020	May	26	Missingene	Vår	Skagerrak	251769.7000000002	6569519.199999999	0.95	5	2	110	8	12	27.923	58	12.013
VT65.2020-06-16	VT65	16.06.2020 00:00	2020	Jun	16	Missingene	Sommer	Skagerrak	251769.7000000002	6569519.199999999	0.88	7	2	140	3	14	21.76	34	17.591
VT65.2020-07-13	VT65	13.07.2020 00:00	2020	Jul	13	Missingene	Sommer	Skagerrak	251769.7000000002	6569519.199999999	1.2	12	4	150	3	12	26.82	25	16.335
VT65.2020-08-17	VT65	17.08.2020 00:00	2020	Aug	17	Missingene	Sommer	Skagerrak	251769.7000000002	6569519.199999999	0.59	8	4	180	2	9	22.07	190	20.187
VT65.2020-09-14	VT65	14.09.2020 00:00	2020	Sep	14	Missingene	Høst	Skagerrak	251769.7000000002	6569519.199999999	1.2	6	2	150	3	16	27.59	66	15.526
VT65.2020-10-07	VT65	07.10.2020 00:00	2020	Oct	7	Missingene	Høst	Skagerrak	251769.7000000002	6569519.199999999	2.4	7	1	220	4	16	26.605	35	14.22
VT65.2020-11-12	VT65	12.11.2020 00:00	2020	Nov	12	Missingene	Høst	Skagerrak	251769.7000000002	6569519.199999999	0.64	26	120	280	10	16	21.14	940	9.244
VT65.2020-12-15	VT65	15.12.2020 00:00	2020	Dec	15	Missingene	Vinter	Skagerrak	251769.7000000002	6569519.199999999	0.61	32	116	260	15	23	25.73	930	6.787
VT66.2020-01-15	VT66	15.01.2020 00:00	2020	Jan	15	Håøyfjorden	Vinter	Skagerrak	201744.5	6555566.5	0.27	17	106	220	16	21	26.934	600	6.255
VT66.2020-02-12	VT66	12.02.2020 00:00	2020	Feb	12	Håøyfjorden	Vinter	Skagerrak	201744.5	6555566.5	0.32	8	104	190	19	24	28.898	460	6.03
VT66.2020-03-11	VT66	11.03.2020 00:00	2020	Mar	11	Håøyfjorden	Vår	Skagerrak	201744.5	6555566.5	3.4	12	108	250	10	20	25.361	700	4.858
VT66.2020-04-23	VT66	23.04.2020 00:00	2020	Apr	23	Håøyfjorden	Vår	Skagerrak	201744.5	6555566.5	2.1	8	4	150	3	13	28.995	260	6.793
VT66.2020-05-26	VT66	26.05.2020 00:00	2020	May	26	Håøyfjorden	Vår	Skagerrak	201744.5	6555566.5	1.4	5	2	120	3	10	28.592	65	10.371
VT66.2020-06-18	VT66	18.06.2020 00:00	2020	Jun	18	Håøyfjorden	Sommer	Skagerrak	201744.5	6555566.5	1.1	9	2	150	2	13	22.52	31	15.195
VT66.2020-07-15	VT66	15.07.2020 00:00	2020	Jul	15	Håøyfjorden	Sommer	Skagerrak	201744.5	6555566.5	2	11	3	170	4	13	24.89	110	16.245
VT66.2020-08-18	VT66	18.08.2020 00:00	2020	Aug	18	Håøyfjorden	Sommer	Skagerrak	201744.5	6555566.5	2	6	3	180	2	7	23.5	170	20.049
VT66.2020-09-15	VT66	15.09.2020 00:00	2020	Sep	15	Håøyfjorden	Høst	Skagerrak	201744.5	6555566.5	2.2	5	16	160	3	12	29.77	170	15.979
VT66.2020-10-06	VT66	06.10.2020 00:00	2020	Oct	6	Håøyfjorden	Høst	Skagerrak	201744.5	6555566.5	0.72	18	13	170	6	14	29.67	190	14.442
VT66.2020-11-10	VT66	10.11.2020 00:00	2020	Nov	10	Håøyfjorden	Høst	Skagerrak	201744.5	6555566.5	0.67	23	42	200	10	17	26.79	410	10.901
VT66.2020-12-16	VT66	16.12.2020 00:00	2020	Dec	16	Håøyfjorden	Vinter	Skagerrak	201744.5	6555566.5	0.31	15	103	220	16	25	27.59	710	8.274
VT67.2020-01-15	VT67	15.01.2020 00:00	2020	Jan	15	Breiviksfjorden	Vinter	Skagerrak	197960.2000000002	6555673.6	0.21	10	104	220	16	22	27.547	530	6.947
VT67.2020-02-12	VT67	12.02.2020 00:00	2020	Feb	12	Breiviksfjorden	Vinter	Skagerrak	197960.2000000002	6555673.6	0.24	6	125	210	19	24	30.531	470	7.469
VT67.2020-03-11	VT67	11.03.2020 00:00	2020	Mar	11	Breiviksfjorden	Vår	Skagerrak	197960.2000000002	6555673.6	2.6	15	114	250	11	21	24.516	750	4.924
VT67.2020-04-23	VT67	23.04.2020 00:00	2020	Apr	23	Breiviksfjorden	Vår	Skagerrak	197960.2000000002	6555673.6	2.3	7	6	140	4	14	29.44	270	6.698
VT67.2020-05-26	VT67	26.05.2020 00:00	2020	May	26	Breiviksfjorden	Vår	Skagerrak	197960.2000000002	6555673.6	1.7	6	2	120	3	10	27.157	68	9.725
VT67.2020-06-18	VT67	18.06.2020 00:00	2020	Jun	18	Breiviksfjorden	Sommer	Skagerrak	197960.2000000002	6555673.6	1.8	8	1	120	4	17	22.64	62	14.735
VT67.2020-07-15	VT67	15.07.2020 00:00	2020	Jul	15	Breiviksfjorden	Sommer	Skagerrak	197960.2000000002	6555673.6	3.2	14	18	170	5	15	21.78	190	15.517
VT67.2020-08-18	VT67	18.08.2020 00:00	2020	Aug	18	Breiviksfjorden	Sommer	Skagerrak	197960.2000000002	6555673.6	1.7	7	4	180	2	11	20.79	150	19.627
VT67.2020-09-15	VT67	15.09.2020 00:00	2020	Sep	15	Breiviksfjorden	Høst	Skagerrak	197960.2000000002	6555673.6	1.5	6	125	250	7	16	27.86	330	14.316
VT67.2020-10-06	VT67	06.10.2020 00:00	2020	Oct	6	Breiviksfjorden	Høst	Skagerrak	197960.2000000002	6555673.6	0.85	23	16	200	6	16	29.04	200	14.364
VT67.2020-11-10	VT67	10.11.2020 00:00	2020	Nov	10	Breiviksfjorden	Høst	Skagerrak	197960.2000000002	6555673.6	0.46	24	34	190	10	18	23.31	370	10.696
VT67.2020-12-16	VT67	16.12.2020 00:00	2020	Dec	16	Breiviksfjorden	Vinter	Skagerrak	197960.2000000002	6555673.6	0.16	11	101	210	15	25	26.095	590	9.175
VT70.2020-01-20	VT70	20.01.2020 00:00	2020	Jan	20	Bjørnafjorden	Vinter	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.18	13	71	190	14	19	NA	220	NA
VT70.2020-02-19	VT70	19.02.2020 00:00	2020	Feb	19	Bjørnafjorden	Vinter	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.67	10	81	160	14	19	NA	270	NA
VT70.2020-03-25	VT70	25.03.2020 00:00	2020	Mar	25	Bjørnafjorden	Vår	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.54	13	38	130	9	17	NA	110	NA
VT70.2020-04-20	VT70	20.04.2020 00:00	2020	Apr	20	Bjørnafjorden	Vår	Nordsjøen Nord	-28419.400000000373	6701234.800000001	1.3	10	4	150	4	13	NA	140	NA
VT70.2020-05-20	VT70	20.05.2020 00:00	2020	May	20	Bjørnafjorden	Vår	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.28	7	3	89	3	10	NA	27	NA
VT70.2020-06-22	VT70	22.06.2020 00:00	2020	Jun	22	Bjørnafjorden	Sommer	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.56	11	2	170	4	17	NA	44	NA
VT70.2020-07-23	VT70	23.07.2020 00:00	2020	Jul	23	Bjørnafjorden	Sommer	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.7	9	3	140	2	10	NA	40	NA
VT70.2020-08-24	VT70	24.08.2020 00:00	2020	Aug	24	Bjørnafjorden	Sommer	Nordsjøen Nord	-28419.400000000373	6701234.800000001	1.8	8	4	160	2	9	NA	39	NA
VT70.2020-09-21	VT70	21.09.2020 00:00	2020	Sep	21	Bjørnafjorden	Høst	Nordsjøen Nord	-28419.400000000373	6701234.800000001	1.6	8	7	180	3	9	NA	68	NA
VT70.2020-10-22	VT70	22.10.2020 00:00	2020	Oct	22	Bjørnafjorden	Høst	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.72	6	30	190	5	11	NA	95	NA
VT70.2020-11-09	VT70	09.11.2020 00:00	2020	Nov	9	Bjørnafjorden	Høst	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.81	NA	39	130	8	15	NA	140	NA
VT70.2020-12-16	VT70	16.12.2020 00:00	2020	Dec	16	Bjørnafjorden	Vinter	Nordsjøen Nord	-28419.400000000373	6701234.800000001	0.19	10	65	190	10	16	NA	220	NA
VT71.2020-01-22	VT71	22.01.2020 00:00	2020	Jan	22	Skinnabrokleia	Vinter	Norskehavet Sør I	22188.299999999814	6945011.800000001	0.16	13	66	160	13	18	32.5	200	6.7925
VT71.2020-03-19	VT71	19.03.2020 00:00	2020	Mar	19	Skinnabrokleia	Vår	Norskehavet Sør I	22188.299999999814	6945011.800000001	0.97	12	38	100	10	18	32.27	36	5.808
